pair_id,side,source_record_id,actor_name,source_summary,speaker_marker,turn_start,turn_end,evidence_start,evidence_end,evidence_text,lexical_score,candidate_rank
62551a12ba0d40a1,later,120,Alexandre Lindenmeyer,"Lamentou a ausência de representantes das mineradoras que foram convidados para a audiência, mas não compareceram: ""Diante do contexto, nós não temos a participação do outro lado. É um tema que, por vezes, passa à margem do conhecimento da ampla maioria do povo brasileiro, mas é um tema recorrente para quem está vivendo na pele as suas dores e as suas perdas.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),100662,102840,101858,101929,"Existe então todo esse contexto, e não há a participação do outro lado.",0.2439,3
62551a12ba0d40a1,later,120,Alexandre Lindenmeyer,"Lamentou a ausência de representantes das mineradoras que foram convidados para a audiência, mas não compareceram: ""Diante do contexto, nós não temos a participação do outro lado. É um tema que, por vezes, passa à margem do conhecimento da ampla maioria do povo brasileiro, mas é um tema recorrente para quem está vivendo na pele as suas dores e as suas perdas.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),100662,102840,102547,102600,Quem poderia fazer o contraditório não está presente.,0.1538,4
62551a12ba0d40a1,later,120,Alexandre Lindenmeyer,"Lamentou a ausência de representantes das mineradoras que foram convidados para a audiência, mas não compareceram: ""Diante do contexto, nós não temos a participação do outro lado. É um tema que, por vezes, passa à margem do conhecimento da ampla maioria do povo brasileiro, mas é um tema recorrente para quem está vivendo na pele as suas dores e as suas perdas.""",O SR. PRESIDENTE(Alexandre Lindenmeyer. Bloco/PT - RS),57,4096,3441,3715,"Antes de passar a palavra aos nossos convidados, registro que recebi do Diretor-Presidente do Instituto Brasileiro de Mineração, Raul Jungmann, justificativa de sua ausência nesta audiência pública para debater as condições do trabalho em mineração, em razão de viagem de S.",0.1429,5
9a442461500dc62e,earlier,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,4917,5145,"Considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas, com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e das empresas.",0.6667,1
9a442461500dc62e,earlier,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,4733,4915,"Nós estamos aqui tendo uma grande oportunidade de poder enriquecer cada vez mais o nosso debate, aprendendo com o que já foi construído em outros países e a experiência que eles têm.",0.5312,2
9a442461500dc62e,earlier,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,3404,3625,"Esta audiência pública tem como objetivo analisar as experiências internacionais no desenvolvimento e regulamentação dos mercados digitais, buscando compreender os avanços, obstáculos e lições aprendidas em outros países.",0.2154,3
9a442461500dc62e,earlier,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,4295,4500,"A realização dessa audiência pública será uma oportunidade única para ouvir as visões desses especialistas, bem como para debater as melhores práticas internacionais de regulamentação de mercados digitais.",0.1875,4
9a442461500dc62e,earlier,195,Any Ortiz,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),53,6030,53,316,"Declaro aberta a reunião de audiência pública da Comissão de Desenvolvimento Econômico da Câmara dos Deputados, que tem como objetivo debater as experiências internacionais no desenvolvimento e regulamentação dos mercados digitais, matéria do Projeto de Lei nº 2.",0.1515,5
9a442461500dc62e,later,179,Any Ortiz,"""Esta sequência de audiências públicas foi extremamente importante.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),66106,69486,66134,66352,"Eu quero agradecer a presença de todas vocês e dizer que esta sequência de audiências públicas foi extremamente importante para podermos discutir toda a complexidade que esse PL traz, com os diferentes pontos de vista.",0.4828,1
9a442461500dc62e,later,179,Any Ortiz,"""Esta sequência de audiências públicas foi extremamente importante.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),66106,69486,66883,67014,"Encerramos aqui esta sequência de quatro audiências públicas que fizemos para tratar deste tema, mas ainda não se encerra o debate.",0.3478,2
9a442461500dc62e,later,179,Any Ortiz,"""Esta sequência de audiências públicas foi extremamente importante.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),66106,69486,67607,67710,"O impacto que ele, na forma como foi apresentado, traz para a nossa economia é extremamente importante.",0.3333,3
9a442461500dc62e,later,179,Any Ortiz,"""Esta sequência de audiências públicas foi extremamente importante.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),66106,69486,66832,66882,Esta audiência pública de hoje foi a nossa última.,0.2857,4
9a442461500dc62e,later,179,Any Ortiz,"""Esta sequência de audiências públicas foi extremamente importante.""",A SRA. PRESIDENTE(Any Ortiz. Bloco/CIDADANIA - RS),57190,57538,57279,57412,"Eu sempre faço essa pergunta porque ela está colocada no texto como sugestão e foi trazida muitas vezes, inclusive em notas técnicas.",0.16,5
1f862b43757396e1,earlier,80,Augusto Coutinho,"Considerará, além do principal e do apensado, o PL 1202/07, também de Carlos Zarattini e pronto para o Plenário: ""A gente tem como harmonizar os projetos, acho que essa será a solução para que possamos avançar.""",O SR. PRESIDENTE(Augusto Coutinho. REPUBLICANOS - PE),77746,78612,77978,78032,Acho que essa é a solução para que consigamos avançar.,0.3077,1
1f862b43757396e1,earlier,80,Augusto Coutinho,"Considerará, além do principal e do apensado, o PL 1202/07, também de Carlos Zarattini e pronto para o Plenário: ""A gente tem como harmonizar os projetos, acho que essa será a solução para que possamos avançar.""",O SR. PRESIDENTE(Augusto Coutinho. REPUBLICANOS - PE),77746,78612,77920,77977,Temos como harmonizar esses projetos que estão em debate.,0.2143,2
1f862b43757396e1,earlier,80,Augusto Coutinho,"Considerará, além do principal e do apensado, o PL 1202/07, também de Carlos Zarattini e pronto para o Plenário: ""A gente tem como harmonizar os projetos, acho que essa será a solução para que possamos avançar.""",O SR. PRESIDENTE(Augusto Coutinho. REPUBLICANOS - PE),11680,13636,11812,12025,"Esse projeto de lei é de autoria do Governo Federal e está apensado a ele um projeto do Deputado Carlos Zarattini, que inclusive já foi aprovado aqui na CTASP e na CCJ e que aguarda, desde 2018, a ida ao plenário.",0.1818,3
1f862b43757396e1,earlier,80,Augusto Coutinho,"Considerará, além do principal e do apensado, o PL 1202/07, também de Carlos Zarattini e pronto para o Plenário: ""A gente tem como harmonizar os projetos, acho que essa será a solução para que possamos avançar.""",O SR. PRESIDENTE(Augusto Coutinho. REPUBLICANOS - PE),13692,14210,14000,14180,"Nós não compusemos a Mesa porque há mais gente para falar do que lugares à mesa e também queremos um pouco de agilidade na audiência pública, senão perderemos a sessão no plenário.",0.1538,4
1f862b43757396e1,earlier,80,Augusto Coutinho,"Considerará, além do principal e do apensado, o PL 1202/07, também de Carlos Zarattini e pronto para o Plenário: ""A gente tem como harmonizar os projetos, acho que essa será a solução para que possamos avançar.""",O SR. PRESIDENTE(Augusto Coutinho. REPUBLICANOS - PE),56,4068,2565,2628,"Este plenário precisa ser liberado, tem hora para ser liberado.",0.1481,5
1f862b43757396e1,later,87,Augusto Coutinho,"[A gente] vai construir um relatório que tente ser harmonioso, para que a gente avance com essa matéria e que até o meio deste ano, antes do recesso, a gente consiga oferecer ao Brasil uma legislação justa e que atenda uma necessidade que hoje é real na nossa vida.",O SR. AUGUSTO COUTINHO(Bloco/REPUBLICANOS - PE),219832,222582,221715,221951,"Vamos tentar construir um relatório harmonioso, para que avancemos com essa matéria e consigamos, até o meio deste ano, antes do recesso, oferecer ao Brasil uma legislação que seja justa, que atenda a uma necessidade real na nossa vida.",0.7843,1
1f862b43757396e1,later,87,Augusto Coutinho,"[A gente] vai construir um relatório que tente ser harmonioso, para que a gente avance com essa matéria e que até o meio deste ano, antes do recesso, a gente consiga oferecer ao Brasil uma legislação justa e que atenda uma necessidade que hoje é real na nossa vida.",O SR. AUGUSTO COUTINHO(Bloco/REPUBLICANOS - PE),219832,222582,221951,222010,Os aplicativos estão inseridos na nossa vida de forma real.,0.1818,2
1f862b43757396e1,later,87,Augusto Coutinho,"[A gente] vai construir um relatório que tente ser harmonioso, para que a gente avance com essa matéria e que até o meio deste ano, antes do recesso, a gente consiga oferecer ao Brasil uma legislação justa e que atenda uma necessidade que hoje é real na nossa vida.",O SR. AUGUSTO COUTINHO(Bloco/REPUBLICANOS - PE),219832,222582,220566,220618,A necessidade de se avançar com esse projeto é real.,0.129,3
1f862b43757396e1,later,87,Augusto Coutinho,"[A gente] vai construir um relatório que tente ser harmonioso, para que a gente avance com essa matéria e que até o meio deste ano, antes do recesso, a gente consiga oferecer ao Brasil uma legislação justa e que atenda uma necessidade que hoje é real na nossa vida.",O SR. AUGUSTO COUTINHO(Bloco/REPUBLICANOS - PE),234390,235140,234734,234828,"E o Governo está aberto para construir, dentro deste projeto, o que vocês muito disseram aqui.",0.1081,4
1f862b43757396e1,later,87,Augusto Coutinho,"[A gente] vai construir um relatório que tente ser harmonioso, para que a gente avance com essa matéria e que até o meio deste ano, antes do recesso, a gente consiga oferecer ao Brasil uma legislação justa e que atenda uma necessidade que hoje é real na nossa vida.",O SR. AUGUSTO COUTINHO(Bloco/REPUBLICANOS - PE),234390,235140,234986,235138,"Esse acordo é o que o Legislativo tem com o Governo, para que este projeto avance e seja votado por nós, a fim de que seja regulamentada essa profissão.",0.1,5
56076bd074c74d1a,earlier,166,Caio Vianna,"O poder público brasileiro deve participar do esforço de pesquisa e aplicação da tecnologia blockchain: ""Acredito que estamos diante de uma grande possibilidade de inovação. O Brasil não pode e não deve ficar para traz nessa discussão"".",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),95047,97955,96371,96454,"Portanto, eu acho que o Brasil não pode e não deve ficar para trás nesta discussão.",0.3636,1
56076bd074c74d1a,earlier,166,Caio Vianna,"O poder público brasileiro deve participar do esforço de pesquisa e aplicação da tecnologia blockchain: ""Acredito que estamos diante de uma grande possibilidade de inovação. O Brasil não pode e não deve ficar para traz nessa discussão"".",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),95047,97955,96226,96369,"Eu acredito que nós estamos diante de outra grande possibilidade de inovação, a das redes de registros distribuídos, assim como a dablockchain.",0.3333,2
56076bd074c74d1a,earlier,166,Caio Vianna,"O poder público brasileiro deve participar do esforço de pesquisa e aplicação da tecnologia blockchain: ""Acredito que estamos diante de uma grande possibilidade de inovação. O Brasil não pode e não deve ficar para traz nessa discussão"".",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),118486,122802,120177,120235,Não dá para nós aqui no Brasil abdicarmos dessa discussão.,0.2069,3
56076bd074c74d1a,earlier,166,Caio Vianna,"O poder público brasileiro deve participar do esforço de pesquisa e aplicação da tecnologia blockchain: ""Acredito que estamos diante de uma grande possibilidade de inovação. O Brasil não pode e não deve ficar para traz nessa discussão"".",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),146534,146669,146599,146667,"Eu não acho que o Governo brasileiro está atrasado em inovação, não.",0.2,4
56076bd074c74d1a,earlier,166,Caio Vianna,"O poder público brasileiro deve participar do esforço de pesquisa e aplicação da tecnologia blockchain: ""Acredito que estamos diante de uma grande possibilidade de inovação. O Brasil não pode e não deve ficar para traz nessa discussão"".",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),153205,157247,153537,153654,"Não têm por que a possibilidade de simplesmente se apagar da história do Brasil os gastos públicos, os investimentos.",0.1818,5
56076bd074c74d1a,later,138,Caio Vianna,"Os dados são hoje um ativo valioso, e é preciso dar mais condições para a agência desenvolver seu trabalho: ""Muitas vezes a gente faz um cadastro e imediatamente nosso telefone já está tocando com uma outra empresa que a gente não fez o cadastro oferecendo algum tipo de serviço, ou mandando e-mail ou mandando SMS, importunando inclusive o dia-a-dia do cidadão que está trabalhando. Então, isso é uma questão que a gente precisa avançar, precisa ter apoio deste Parlamento para que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, para que a gente possa proteger os cidadãos brasileiros dessas investidas e proteger os seus dados também.""",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),48,3466,1928,2208,"Muitas vezes, fazemos um cadastro, e, imediatamente, o nosso telefone já está tocando, com outra empresa, com a qual não fizemos o cadastro, oferecendo algum tipo de serviço, ou mandandoe-mail, ou mandando SMS, importunando, inclusive, o dia a dia do cidadão que está trabalhando.",0.5349,1
56076bd074c74d1a,later,138,Caio Vianna,"Os dados são hoje um ativo valioso, e é preciso dar mais condições para a agência desenvolver seu trabalho: ""Muitas vezes a gente faz um cadastro e imediatamente nosso telefone já está tocando com uma outra empresa que a gente não fez o cadastro oferecendo algum tipo de serviço, ou mandando e-mail ou mandando SMS, importunando inclusive o dia-a-dia do cidadão que está trabalhando. Então, isso é uma questão que a gente precisa avançar, precisa ter apoio deste Parlamento para que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, para que a gente possa proteger os cidadãos brasileiros dessas investidas e proteger os seus dados também.""",O SR. PRESIDENTE(Caio Vianna. Bloco/PSD - RJ),48,3466,2210,2491,"Então, essa é uma questão na qual precisamos avançar, para a qual precisamos ter o apoio deste Parlamento, a fim de que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, com o objetivo de proteger o cidadão brasileiro dessas investidas, assim como os seus dados.",0.4773,2
