pair_id,actor_id,actor_name,topic_similarity,gap_publication_days,temporal_order_verified,date_basis,candidate_method,source_dataset_a,hearing_id_a,hearing_date_a,publication_date_a,topic_a,text_a,text_kind_a,proposition_silver_a,stance_silver_a,evidence_a,evidence_status_a,source_actor_index_a,source_opinion_index_a,source_dataset_b,hearing_id_b,hearing_date_b,publication_date_b,topic_b,text_b,text_kind_b,proposition_silver_b,stance_silver_b,evidence_b,evidence_status_b,source_actor_index_b,source_opinion_index_b
24c599750bdd544f,any ortiz,Any Ortiz,0.651838,14,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,195,,2023-08-10,Regulamentação dos mercados digitais no Brasil,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",LDS_opinion_summary_not_verbatim_speech,"O Brasil deve adotar um modelo regulatório mais flexível, inspirado na Alemanha e no Reino Unido, e não seguir o modelo da União Europeia. | A regulação deve focar na suavização do controle de acesso das plataformas digitais essenciais, e não em combater fake news ou proteger a democracia. | Essa regulação aumentará os custos das plataformas, que serão repassados aos consumidores, elevando os preços finais.",ERRO API,,not_verified_in_transcript,3,0,PublicHearingBR_LDS.jsonl,189,,2023-08-24,Mudanças no projeto de regulamentação dos mercados digitais (PL 2768/22),"""Nós entendemos a importância dos mercados digitais na economia local e é fundamental que a Câmara dos Deputados promova um debate aprofundado. Posteriormente faremos também um seminário para incluir demais players.""",LDS_opinion_summary_not_verbatim_speech,"A tributação baseada na receita das plataformas pode ser desequilibrada e beneficiar grandes empresas como Google e Apple. | O Brasil deve evitar importar modelos regulatórios de outros países e adaptar normas à sua realidade. | Critérios de tamanho (faturamento, número de inscritos) podem mascarar a concorrência efetiva e regular mercados competitivos indevidamente.",ERRO API,,not_verified_in_transcript,3,0
9a442461500dc62e,any ortiz,Any Ortiz,0.134659,21,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,195,,2023-08-10,Regulamentação dos mercados digitais no Brasil,"Acredita que a audiência pública com especialistas estrangeiros é um movimento de vanguarda no Parlamento brasileiro: ""Nós estamos aqui tendo uma grande oportunidade de enriquecer o debate, aprendendo com o que já foi construído em outros países, e a experiência que têm, considerando o fato de que os mercados digitais têm se expandido de forma exponencial nas últimas décadas com serviços de tecnologia e informação se tornando cada vez mais presentes na vida cotidiana das pessoas e empresas.""",LDS_opinion_summary_not_verbatim_speech,"O Brasil deve adotar um modelo regulatório mais flexível, inspirado na Alemanha e no Reino Unido, e não seguir o modelo da União Europeia. | A regulação deve focar na suavização do controle de acesso das plataformas digitais essenciais, e não em combater fake news ou proteger a democracia. | Essa regulação aumentará os custos das plataformas, que serão repassados aos consumidores, elevando os preços finais.",ERRO API,,not_verified_in_transcript,3,0,PublicHearingBR_LDS.jsonl,179,,2023-08-31,Riscos e benefícios da regulamentação do mercado digital,"""Esta sequência de audiências públicas foi extremamente importante.""",LDS_opinion_summary_not_verbatim_speech,"A regulação das plataformas digitais deve ser feita pela Anatel, com criação de taxa para custear a fiscalização, como prevê o PL 2768/22. | O Conselho Administrativo de Defesa Econômica (CADE) é o órgão mais adequado para regular a concorrência nos mercados digitais, e não a Anatel. | A regulamentação dos mercados digitais deve priorizar a proteção dos consumidores e dos pequenos empreendedores, evitando imposições que on",NEUTRO,,not_verified_in_transcript,0,0
1f862b43757396e1,augusto coutinho,Augusto Coutinho,0.123982,667,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,80,,2022-06-28,Regulamentação do lobby junto ao poder público,"Considerará, além do principal e do apensado, o PL 1202/07, também de Carlos Zarattini e pronto para o Plenário: ""A gente tem como harmonizar os projetos, acho que essa será a solução para que possamos avançar.""",LDS_opinion_summary_not_verbatim_speech,"O PL 4391/21 do Executivo não atende plenamente aos requisitos de transparência e, portanto, deve ser complementado por emendas. | A regulamentação do lobby deve",A FAVOR,,not_verified_in_transcript,0,2,PublicHearingBR_LDS.jsonl,87,,2024-04-25,Regulamentação do trabalho de motoristas de aplicativo,"[A gente] vai construir um relatório que tente ser harmonioso, para que a gente avance com essa matéria e que até o meio deste ano, antes do recesso, a gente consiga oferecer ao Brasil uma legislação justa e que atenda uma necessidade que hoje é real na nossa vida.",LDS_opinion_summary_not_verbatim_speech,"O relatório que regulamenta o trabalho dos motoristas de aplicativo deve ser apresentado na Câmara antes do recesso de julho. | A regulamentação não pode enquadrar o motorista de aplicativo como MEI, pois isso o deixaria sem proteção social. | A modelagem de remuneração baseada em quilômetro rodado, negociada pelos próprios motoristas, deve substituir a proposta governamental que beneficia as plataformas.",A FAVOR | NEUTRO,,not_verified_in_transcript,0,2
d4c07b40fb424a0c,bia kicis,Bia Kicis,0.566205,20,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,15,,2023-11-08,Obrigatoriedade da vacinação contra Covid-19 em crianças de 6 meses a 5 anos a partir de 2024,"A discussão não deve ser politizada: ""Existe uma elite globalista que quer, sim, forçar essa vacinação, inclusive em bebês, e o Brasil está sendo pioneiro nessa obrigação. No resto do mundo, até pode se recomendar, mas não se obriga. Vão começar pelo Brasil pra depois começar a obrigar nos outros lugares também?""",LDS_opinion_summary_not_verbatim_speech,"A vacinação obrigatória contra Covid-19 em crianças de 6 meses a 5 anos deve ser mantida a partir de 2024. | A obrigatoriedade da vacinação em crianças está respaldada pela legislação do PNI e do Estatuto da Criança e do Adolescente. | A discussão sobre a vacinação infantil deve ser separada de interesses políticos e globais, evitando a politização da questão. | A obrigatoriedade",ERRO API,,not_verified_in_transcript,2,1,PublicHearingBR_LDS.jsonl,129,,2023-11-28,Debate sobre a vacinação de crianças contra Covid-19,"O imunizante não deveria ser chamado de vacina, mas de terapia gênica. O assunto precisa de mais debates: ""Nós somos todos favoráveis às vacinas que estão no PNI há muito tempo, que são vacinas seguras, de eficácia comprovada, mas essa, o próprio FDA chama de terapia gênica.""",LDS_opinion_summary_not_verbatim_speech,"A vacina contra Covid-19 deve ser incluída no Programa Nacional de Imunização para crianças de 6 meses a 5 anos, conforme recomendação de sociedades científicas e dados de mortalidade. | A vacina de RNA mensage",ERRO API,,not_verified_in_transcript,1,2
56076bd074c74d1a,caio vianna,Caio Vianna,0.129062,48,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,166,,2023-09-20,Uso da tecnologia blockchain no serviço público,"O poder público brasileiro deve participar do esforço de pesquisa e aplicação da tecnologia blockchain: ""Acredito que estamos diante de uma grande possibilidade de inovação. O Brasil não pode e não deve ficar para traz nessa discussão"".",LDS_opinion_summary_not_verbatim_speech,"A imutabilidade do blockchain entra em conflito com a LGPD, que permite a eliminação dos dados pessoais. | O uso eficaz da blockchain só se just",ERRO API,,not_verified_in_transcript,0,0,PublicHearingBR_LDS.jsonl,138,,2023-11-07,Pedido de concurso público e fortalecimento da Agência Nacional de Proteção de Dados (ANPD),"Os dados são hoje um ativo valioso, e é preciso dar mais condições para a agência desenvolver seu trabalho: ""Muitas vezes a gente faz um cadastro e imediatamente nosso telefone já está tocando com uma outra empresa que a gente não fez o cadastro oferecendo algum tipo de serviço, ou mandando e-mail ou mandando SMS, importunando inclusive o dia-a-dia do cidadão que está trabalhando. Então, isso é uma questão que a gente precisa avançar, precisa ter apoio deste Parlamento para que a ANPD possa desenvolver esse trabalho com cada vez mais eficiência, para que a gente possa proteger os cidadãos brasileiros dessas investidas e proteger os seus dados também.""",LDS_opinion_summary_not_verbatim_speech,"A ANPD precisa de concurso público e carreira própria para ampliar sua capacidade de fiscalização e aplicar sanções frequentes. | O orçamento e a autonomia financeira da ANPD são insuficientes, exigindo maior atenção do governo e aprovação da lei que a torne autarquia. | A ANPD deve receber mais recursos e poderes para combater vazamentos de dados e proteger a privacidade dos cidadãos.",ERRO API,,not_verified_in_transcript,1,0
3459768d16f576e5,capitao alberto neto,Capitão Alberto Neto,0.547672,9,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,3,,2024-04-17,Discussão sobre a substituição do saque-aniversário do FGTS por uma nova modalidade de crédito consignado,"Criticou a possibilidade de extinção do saque-aniversário. 57% dos recursos são usados hoje para quitar dívidas. ""O saque-aniversário é como se fosse o 14º salário do trabalhador.""",LDS_opinion_summary_not_verbatim_speech,O saque-aniversário do FGTS deve ser extinto e substituído por um novo crédito consignado. | A nova modalidade de crédito consignado pode gerar risco de endividamento excessivo do trabalhador. | O governo precisa de apoio do Congresso antes de avançar com a proposta de substituição.,ERRO API,,not_verified_in_transcript,1,0,PublicHearingBR_LDS.jsonl,10,,2024-04-26,Substituição do saque-aniversário do FGTS por empréstimo consignado com juros mais baixos,"O saque-aniversário tem sido importante para atender diversas necessidades do trabalhador, mas pode passar por aperfeiçoamentos.",LDS_opinion_summary_not_verbatim_speech,O Ministério do Trabalho pretende acabar com o saque-aniversário do FGTS e substituí‑lo por empréstimo consignado via E‑Social. | O saque-aniversário ameaça a sustentabilidade do FGTS e pode inviabilizar o financiamento de moradias para famílias de baixa renda. | Os juros excessivos das antecipações (cerca de 23% ao ano) e a proposta de taxas semelhantes no novo consignado prejudicam trabalhadores negativados e ferem o princípio da defesa do consumidor.,ERRO API,,not_verified_in_transcript,1,1
36fb1e1240a12ac4,celia xakriaba,Célia Xakriabá,0.149684,2,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,139,,2023-11-07,Racismo e preconceito contra indígenas no sistema prisional brasileiro e a proposta de uma lei prisional específica para indígenas,Sugeriu uma consulta pública sobre uma lei prisional específica para os indígenas.,LDS_opinion_summary_not_verbatim_speech,"Um terço dos indígenas presos no Brasil está em Mato Grosso do Sul, sendo a maioria Guarani e Kaiowá. | É necessária uma consulta pública para elaborar uma legislação prisional específica para os povos indígenas. | O racismo contra indígenas no sistema penal deve ser analisado à luz",ERRO API,,not_verified_in_transcript,1,1,PublicHearingBR_LDS.jsonl,136,,2023-11-09,Aprovação do Projeto de Lei 4347/21 para tornar permanente a Política Nacional de Gestão Territorial e Ambiental das Terras Indígenas,"Sugeriu o reconhecimento e a regulamentação dos agentes ambientais indígenas e a articulação do programa de gestão territorial com a Política de Educação Escolar Indígena e de Atendimento à Saúde Indígena: ""Fortalecendo os princípios da sustentabilidade com recursos orçamentários compatíveis com a necessidade das comunidades"".",LDS_opinion_summary_not_verbatim_speech,"É imprescindível alocar recursos específicos do PPA, com linhas orçamentárias definidas, para garantir a implementação efetiva da política. | A política deve contar com um fundo exclusivo destinado a sua execução, assegurando financiamento estável e suficiente. | É necessário reconhecer e regulamentar os agentes ambientais indígenas e integrar o programa de gestão territorial às políticas de educação e saúde indígenas.",ERRO API,,not_verified_in_transcript,2,1
16c67be32f60e074,danilo forte,Danilo Forte,0.187104,705,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,91,,2022-05-12,Reajustes nas tarifas de energia elétrica devido ao represamento durante a pandemia e a escassez hídrica,"O debate sobre as contas de luz precisa ser ampliado: ""O problema é grave, mas vejo disposição de todos em buscar soluções, que passarão pelas energias renováveis.""",LDS_opinion_summary_not_verbatim_speech,"Reajustes abusivos de até 21 % em vários estados são inaceitáveis e precisam ser barrados. | Adiar os reajustes é insustentável, pois multiplica o problema futuro, como pagar apenas o mínimo do cartão de crédito. | Reduzir tributos e subsídios que representam 49 % da fatura de energia é essencial para aliviar o consumidor.",NEUTRO,,not_verified_in_transcript,8,0,PublicHearingBR_LDS.jsonl,104,,2024-04-16,Participação da Câmara na definição das regras de renovação das concessões das distribuidoras de energia elétrica,Já existe consenso entre os parlamentares de que o modelo atual das concessionárias precisa ser mudado.,LDS_opinion_summary_not_verbatim_speech,"O Congresso Nacional deve ter papel decisivo na definição das regras de renovação das concessões das distribuidoras, e o Ministério de Minas e Energia ainda não reconheceu essa necessidade.",A FAVOR,,not_verified_in_transcript,1,0
e2e808118c9ee9de,dr zacharias calil,Dr. Zacharias Calil,0.102469,111,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,68,,2022-08-17,Falhas no protocolo do SUS para o tratamento da retinopatia diabética,O Ministério da Saúde está 'lavando as mãos' e jogando a responsabilidade para estados e municípios.,LDS_opinion_summary_not_verbatim_speech,"O protocolo de retinopatia diabética do SUS está subfinanciado, com preço de tratamento de R$ 629,29, impossibilitando a aquisição de medicamentos. | A responsabilidade pela organização das filas e pelo financiamento local da terapia recai sobre estados e municípios, gerando sobrecarga e negligência. | Cerca de 80% dos casos de cegueira no Brasil poderiam ser evitados, mas",ERRO API,,not_verified_in_transcript,2,1,PublicHearingBR_LDS.jsonl,60,,2022-12-06,Benefícios e desafios do Programa QualiSUS Cardio para o atendimento a idosos no SUS,"""Com o envelhecimento da população brasileira e no contexto da pandemia de Covid-19, que postergou o tratamento de diversas doenças, é preciso estimular os cuidados com a saúde e com as doenças cardíacas complexas relacionadas à idade.""",LDS_opinion_summary_not_verbatim_speech,A atual defasagem na tabela de preços do SUS prejudicará a implementação do Programa QualiSUS Cardio. | O envelhecimento da população transforma o processo de envelhecimento em uma bomba‑relógio sem políticas públicas adequadas. | É imprescindível incorporar novas tecnologias no SUS e lançar campanhas de prevenção de doenças cardiovasculares para a população idosa.,NEUTRO | A FAVOR,,not_verified_in_transcript,0,0
2a22c99d1d3a678c,dr zacharias calil,Dr. Zacharias Calil,0.389679,603,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,68,,2022-08-17,Falhas no protocolo do SUS para o tratamento da retinopatia diabética,"A fila de espera por uma consulta é o principal problema: ""Porque o paciente fica sem acompanhamento. A gente sabe que o diabetes é uma doença progressiva, crônica e silenciosa, que vai causando uma série de problemas.""",LDS_opinion_summary_not_verbatim_speech,"O protocolo de retinopatia diabética do SUS está subfinanciado, com preço de tratamento de R$ 629,29, impossibilitando a aquisição de medicamentos. | A responsabilidade pela organização das filas e pelo financiamento local da terapia recai sobre estados e municípios, gerando sobrecarga e negligência. | Cerca de 80% dos casos de cegueira no Brasil poderiam ser evitados, mas",ERRO API,,not_verified_in_transcript,2,0,PublicHearingBR_LDS.jsonl,105,,2024-04-11,Atualização do protocolo de tratamento de edema macular diabético no SUS,"O SUS precisa se atualizar para preservar a visão e a qualidade de vida dos pacientes: ""É fundamental que o SUS revise e atualize seus protocolos clínicos para incluir diretrizes claras e abrangentes para o diagnóstico, tratamento e acompanhamento do edema macular. Além disso, é necessário garantir um sistema de financiamento adequado que cubra os custos.""",LDS_opinion_summary_not_verbatim_speech,O SUS deve atualizar seus protocolos clínicos e garantir financiamento adequado para o tratamento do edema macular diabético. | Investir em prevenção e rastreamento precoce da diabetes é essencial para evitar custos futuros com aposentadorias e cuidadores. | A falta de encaminhamento sensível por parte de clínicos gera atrasos no diagnóstico e exige programa universal de exames oftalmológicos.,A FAVOR | ERRO API,,not_verified_in_transcript,0,0
ebcdef50abd4418f,erika kokay,Érika Kokay,0.240448,399,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,89,,2022-05-26,Políticas públicas de proteção às mulheres e crianças indígenas,"Defendeu a proteção aos territórios indígenas e o avanço nas políticas de demarcação dos territórios: ""Se o território é protegido, a vida é protegida. Nossa Constituição diz que crianças e adolescentes são prioridades. Portanto, é fundamental traçar planos que envolvem políticas públicas e avançar na demarcação das terras indígenas e na sua homologação.""",LDS_opinion_summary_not_verbatim_speech,A exploração do garimpo nas terras indígenas deve ser regulada e restringida para proteger mulheres e crianças indígenas. | O governo federal tem sido omisso e recorre a assistencialismo barato em vez de implementar políticas públicas efetivas de proteção territorial. | O fortalecimento e a demarcação dos territórios indígenas são essenciais para,A FAVOR,,not_verified_in_transcript,5,0,PublicHearingBR_LDS.jsonl,85,,2023-06-29,Dificuldades na implantação de políticas públicas para a população LGBTQIA+,"Enfatizou a importância do planejamento das políticas públicas para essa parte da população: ""Os planos possibilitam a intersetorialidade e, ao mesmo tempo, a avaliação de especificidades dentro da comunidade LBGTQIA+.""",LDS_opinion_summary_not_verbatim_speech,"A maioria dos estados não possui planos ou programas efetivos de políticas públicas para a população LGBTQIA+, limitando a cidadania e a luta contra a discriminação. | A falta de coordenação nacional e de indicadores específicos impede a implementação eficaz de políticas públicas voltadas à comunidade LGBTQIA+. | Levar as políticas públicas para além das regiões metropolitanas constitui um grande desafio na expansão da proteção e dos serviços à população LGBTQIA+.",ERRO API,,not_verified_in_transcript,1,0
1413f6cff57a0a2f,erika kokay,Erika Kokay,0.113504,324,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,82,,2022-06-27,Aprovação de projetos de lei que valorizam os mestres dos saberes e fazeres populares na cultura brasileira,"Anunciou medidas para tentar acelerar a aprovação dos projetos de lei: ""O primeiro encaminhamento que vamos tomar é buscar o presidente da Comissão de Constituição e Justiça para que possamos dar celeridade [à proposta]. Os mestres e mestras teimam todos os dias em fazer soar os pandeiros, os tambores, os bonecos, as marionetes, criar cirandas, enfim, expressar o que o povo brasileiro construiu para se espelhar. Cultura popular é resistência""",LDS_opinion_summary_not_verbatim_speech,"A aprovação urgente dos projetos de lei que valorizam os mestres da cultura popular é imprescindível. | O atraso de onze anos na tramitação dessas propostas marginaliza os guardiões da cultura oral e não pode mais continuar. | A cultura popular deve ser incluída oficialmente na economia, com reconhecimento simbólico, econômico e cidadão.",ERRO API,,not_verified_in_transcript,5,0,PublicHearingBR_LDS.jsonl,53,,2023-05-17,Participação de pessoas com deficiência nos projetos culturais para garantir inclusão,Comprometeu-se a levar a proposta de inclusão de temas sobre acessibilidade nos currículos de formação de produtores culturais e a cotas para pessoas com deficiências em cursos de arte ao Ministério da Educação.,LDS_opinion_summary_not_verbatim_speech,"Os produtores só pensam no “público que enxerga, escuta e se locomove”, não veem pessoas com deficiência como consumidoras e muito menos como produtoras de cultura. | Para solucionar as falhas de acessibilidade bastaria consultar as pessoas com deficiência.",A FAVOR,,not_verified_in_transcript,3,0
aa97da69739fc668,erika kokay,Erika Kokay,0.125822,42,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,53,,2023-05-17,Participação de pessoas com deficiência nos projetos culturais para garantir inclusão,Defendeu a reserva de vagas para pessoas com deficiência em editais de fomento à cultura.,LDS_opinion_summary_not_verbatim_speech,"Os produtores só pensam no “público que enxerga, escuta e se locomove”, não veem pessoas com deficiência como consumidoras e muito menos como produtoras de cultura. | Para solucionar as falhas de acessibilidade bastaria consultar as pessoas com deficiência.",A FAVOR,,not_verified_in_transcript,3,1,PublicHearingBR_LDS.jsonl,94,,2023-06-28,Garantia de oportunidades e respeito às singularidades das pessoas autistas,"Defendeu o fim do capacitismo estrutural como forma de garantir os direitos plenos dos autistas: ""Quem disse que tem que se determinar como nós somos, como nós falamos? A sociedade é deficiente quando não permite que as pessoas possam se expressar com sua singularidade.""",LDS_opinion_summary_not_verbatim_speech,"O fim do capacitismo estrutural é necessário para garantir os direitos plenos das pessoas autistas. | A igualdade de condições exige acessibilidade, adaptações razoáveis, apoios e serviços públicos. | O treinamento de pais e responsáveis para as terapias é essencial ao",ERRO API,,not_verified_in_transcript,0,0
3ebdfd5f91baeb30,erika kokay,Erika Kokay,0.168257,328,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,53,,2023-05-17,Participação de pessoas com deficiência nos projetos culturais para garantir inclusão,Defendeu a reserva de vagas para pessoas com deficiência em editais de fomento à cultura.,LDS_opinion_summary_not_verbatim_speech,"Os produtores só pensam no “público que enxerga, escuta e se locomove”, não veem pessoas com deficiência como consumidoras e muito menos como produtoras de cultura. | Para solucionar as falhas de acessibilidade bastaria consultar as pessoas com deficiência.",A FAVOR,,not_verified_in_transcript,3,1,PublicHearingBR_LDS.jsonl,5,,2024-04-09,Cumprimento dos direitos das pessoas com autismo,Sugeriu a criação de uma subcomissão na Comissão de Defesa dos Direitos das Pessoas com Deficiência com esse objetivo.,LDS_opinion_summary_not_verbatim_speech,"O governo federal deve apoiar financeiramente municípios menores para que criem centros de reabilitação para pessoas com TEA. | Os parlamentares aprovam simbolicamente projetos de lei sobre autismo, mas na prática não os implementam efetivamente.",ERRO API,,not_verified_in_transcript,7,1
479f1ea8be8ac8d6,erika kokay,Erika Kokay,0.164523,286,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,94,,2023-06-28,Garantia de oportunidades e respeito às singularidades das pessoas autistas,"Defendeu o fim do capacitismo estrutural como forma de garantir os direitos plenos dos autistas: ""Quem disse que tem que se determinar como nós somos, como nós falamos? A sociedade é deficiente quando não permite que as pessoas possam se expressar com sua singularidade.""",LDS_opinion_summary_not_verbatim_speech,"O fim do capacitismo estrutural é necessário para garantir os direitos plenos das pessoas autistas. | A igualdade de condições exige acessibilidade, adaptações razoáveis, apoios e serviços públicos. | O treinamento de pais e responsáveis para as terapias é essencial ao",ERRO API,,not_verified_in_transcript,0,0,PublicHearingBR_LDS.jsonl,5,,2024-04-09,Cumprimento dos direitos das pessoas com autismo,Sugeriu a criação de uma subcomissão na Comissão de Defesa dos Direitos das Pessoas com Deficiência com esse objetivo.,LDS_opinion_summary_not_verbatim_speech,"O governo federal deve apoiar financeiramente municípios menores para que criem centros de reabilitação para pessoas com TEA. | Os parlamentares aprovam simbolicamente projetos de lei sobre autismo, mas na prática não os implementam efetivamente.",ERRO API,,not_verified_in_transcript,7,1
4138b564973f30ab,erika kokay,Erika Kokay,0.132304,15,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,200,,2023-08-08,Apoio ao Projeto de Lei 1673/21 que institui a Política Nacional de Saúde Funcional,"A adoção da Política Nacional de Saúde Funcional será de extrema importância: ""A CIF é uma ferramenta que pode ajudar na compreensão das necessidades das pessoas com doenças crônicas e na definição de políticas públicas.""",LDS_opinion_summary_not_verbatim_speech,"O Projeto de Lei 1673/21 não transforma a estrutura do SUS, mas introduz impactos sociais e econômicos ao adotar a CIF. | A Classificação Internacional de Funcionalidade (CIF) é indispensável para classificar adequadamente as necessidades de pessoas com doenças crônicas. | Saúde deve ser entendida como qualidade de vida e funcionalidade, e não apenas como ausência de doença.",A FAVOR | NEUTRO,,not_verified_in_transcript,2,0,PublicHearingBR_LDS.jsonl,190,,2023-08-23,Falta de apoio a pesquisas clínicas sobre doenças raras no Brasil,"Ressaltou o dever do Estado de prover ""políticas públicas que assegurem o exercício do direito à saúde, previsto na Constituição.""",LDS_opinion_summary_not_verbatim_speech,"O Brasil ocupa o 19º lugar no ranking mundial de pesquisas clínicas, estando fora da rota global de estudos, apesar de ser o 8º maior consumidor de medicamentos. | A elevada carga tributária sobre insumos e na cadeia científica é a principal barreira para a realização de pesquisas clínicas no país. | O Estado deve garantir políticas públicas que assegurem o direito à saúde, incluindo a criação de centros de referência e financiamento de",NEUTRO | A FAVOR,,not_verified_in_transcript,3,1
42af9ecf027d72bc,erika kokay,Erika Kokay,0.240112,113,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,200,,2023-08-08,Apoio ao Projeto de Lei 1673/21 que institui a Política Nacional de Saúde Funcional,"A adoção da Política Nacional de Saúde Funcional será de extrema importância: ""A CIF é uma ferramenta que pode ajudar na compreensão das necessidades das pessoas com doenças crônicas e na definição de políticas públicas.""",LDS_opinion_summary_not_verbatim_speech,"O Projeto de Lei 1673/21 não transforma a estrutura do SUS, mas introduz impactos sociais e econômicos ao adotar a CIF. | A Classificação Internacional de Funcionalidade (CIF) é indispensável para classificar adequadamente as necessidades de pessoas com doenças crônicas. | Saúde deve ser entendida como qualidade de vida e funcionalidade, e não apenas como ausência de doença.",A FAVOR | NEUTRO,,not_verified_in_transcript,2,0,PublicHearingBR_LDS.jsonl,127,,2023-11-29,Política nacional de cuidados para idosos,"""Cuidar com a centralidade nas pessoas porque o cuidar não pode ser apropriado pelo mercado, as vezes se cuida mais das mercadorias do que das pessoas e, ao mesmo tempo, se mercantiliza as próprias pessoas.""",LDS_opinion_summary_not_verbatim_speech,"A política de cuidados deve extrapolar o âmbito familiar e envolver outros setores da sociedade, mas não pode ser mercantilizada nem apropriada pelo mercado.",ERRO API,,not_verified_in_transcript,2,0
9b028d8dc263fd18,gianna sagazio,Gianna Sagazio,0.12156,21,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,197,,2023-08-09,Revisão do Marco Legal da Inovação para facilitar sua operacionalização,Citou o projeto de lei em tramitação no Senado (PLS 226/16) que concede autonomia financeira aos institutos de ciência e tecnologia públicos e dá segurança jurídica para a concessão de bolsas e isenção de impostos de importação para empresas em projetos de pesquisa e desenvolvimento.,LDS_opinion_summary_not_verbatim_speech,"O pesquisador pode ou não pode atuar simultaneamente em empresa e na universidade, gerando conflito de interesses. | A burocracia impede a aquisição de insumos científicos, exigindo três meses para reagentes que em outros países são obtidos em horas. | O marco legal deve conceder autonomia financeira aos ICTs e isenção de impostos para empresas de P&D, como proposto no PLS 226/16.",A FAVOR | NEUTRO,,not_verified_in_transcript,5,0,PublicHearingBR_LDS.jsonl,184,,2023-08-30,"Discussão sobre mudanças na Lei do Bem para facilitar a colaboração entre universidades, empresas e governo e promover inovações","Solicitou que as empresas possam usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprimento da legislação: ""A gente está falando do único instrumento fiscal que o Brasil tem para apoiar as empresas a inovar""",LDS_opinion_summary_not_verbatim_speech,"As empresas devem poder usar o excedente de recursos destinados à pesquisa tecnológica em anos posteriores para cumprir a legislação de inovação. | Os órgãos de controle dificultam a aplicação efetiva do marco legal, impedindo a integração entre universidades, empresas e governo. | A falta de integração e de contratos diretos com empresas cria barreiras sérias para investimentos e desenvolvimento de componentes.",A FAVOR | NEUTRO,,not_verified_in_transcript,0,0
c63cbdaacb40779d,gilson daniel,Gilson Daniel,0.10148,84,false,article_publication_only,topic_tfidf_cosine,PublicHearingBR_LDS.jsonl,118,,2023-12-12,Impacto dos desastres climáticos no Brasil em 2023 e medidas de prevenção e resposta,"Quer a derrubada do veto presidencial a artigo da Lei 14.691/23 que destinava 5% de multas por crimes ambientais e de acordos judiciais de reparação de danos socioambientais para o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil: ""Nós trabalhamos muito bem na pronta resposta, mas realmente precisamos trabalhar na prevenção. Muitos desses acidentes e desastres poderiam ter sido evitados. A prevenção tem muito menos custo para o poder público.""",LDS_opinion_summary_not_verbatim_speech,"A derrubada do veto presidencial ao artigo da Lei 14.691/23, que destina 5 % de multas ambientais ao Fundo Nacional de Calamidades Públicas, é essencial para garantir recursos à prevenção de desastres. | A",A FAVOR | NEUTRO,,not_verified_in_transcript,1,0,PublicHearingBR_LDS.jsonl,115,,2024-03-05,Colapso climático e medidas urgentes para enfrentá-lo,Prometeu avaliar a sugestão de apoio à rede de monitoramento dos biomas por meio de emendas parlamentares ao orçamento da União.,LDS_opinion_summary_not_verbatim_speech,"A concentração atual de gases do efeito estufa equivale a mais de 20 bombas de Hiroshima por segundo, configurando um desequilíbrio climático comparável a uma explosão atômica. | O aumento de 50 % da temperatura nos últimos 40 anos indica que já estamos no ponto de não‑retorno, exigindo estado de emergência na Amazônia sudeste. | A PEC 44/23",NEUTRO,,not_verified_in_transcript,2,0
