pair_id,side,source_record_id,review_1_event,review_1_date,review_1_actor,review_1_speech,review_1_evidence,review_2_event,review_2_date,review_2_actor,review_2_speech,review_2_evidence,agreement_status,review_2_reviewer,review_2_confidence,review_2_notes
3459768d16f576e5,a,3,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
3459768d16f576e5,b,10,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
2a22c99d1d3a678c,a,68,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
2a22c99d1d3a678c,b,105,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
ebcdef50abd4418f,a,89,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
ebcdef50abd4418f,b,85,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
d3769de977ace19d,a,113,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
d3769de977ace19d,b,107,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
36fb1e1240a12ac4,a,139,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
36fb1e1240a12ac4,b,136,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
36e4b11ff6345a11,a,199,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
36e4b11ff6345a11,b,16,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
3d382d16e23d6fe6,a,188,true,true,true,true,true,true,true,true,true,false,DISAGREE,Codex second documentary pass; not an independent human,HIGH,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Resumo atribui 54% ao pós-doutorado e 38% ao doutorado; o turno não informa 38% e usa 54% para cargos/funções na CAPES. Trecho selecionado só confirma 42%."
3d382d16e23d6fe6,b,168,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
de54c782d361768c,a,203,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Span confirma independência econômica; medidas de acolhimento e mercado de trabalho aparecem em outras partes do mesmo turno."
de54c782d361768c,b,154,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
4cffd4e8a3906c01,a,17,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
4cffd4e8a3906c01,b,104,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
e001ebac1d8033f1,a,118,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
e001ebac1d8033f1,b,113,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
e6a308550846aa5f,a,134,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Span confirma defesa de marco regulatório; abertura do resumo sobre consenso é interpretação mais ampla."
e6a308550846aa5f,b,23,true,true,true,true,true,true,true,true,true,true,AGREE_VALID,Codex second documentary pass; not an independent human,MEDIUM,"Assunto e descrição oficial confrontados; data, marcador e offsets reconstituídos na fonte. Trecho e contexto do turno sustentam a manifestação central do resumo LDS."
